":ID",":LABEL","form_number","title","category","court_level","division","purpose","lanes","required_fields","filing_fee","priority"
"FORM_MC_255","Form","MC 255","Order on Motion to Dismiss","MC","circuit","general","Court order granting or denying motion to dismiss","A,B,D","8","","3"
"FORM_MC_26","Form","MC 26","Satisfaction of Judgment","MC","circuit","civil","Document confirming judgment has been satisfied/paid","B","8","","3"
"FORM_MC_265","Form","MC 265","Writ of Execution","MC","circuit","civil","Writ directing enforcement of money judgment","B","12","","3"
"FORM_MC_266","Form","MC 266","Installment Payment Order","MC","circuit","civil","Court order for installment payments on a judgment","B","10","","3"
"FORM_MC_27","Form","MC 27","Verified Statement of Costs","MC","circuit","civil","Sworn statement of costs incurred in litigation","B","12","","3"
"FORM_MC_270","Form","MC 270","Register of Actions / Case History","MC","circuit","general","Register of actions taken in a case","A,B,D","20","","3"
"FORM_MC_280","Form","MC 280","Bench Warrant","MC","circuit","criminal","Bench warrant for arrest for failure to appear or contempt","D","10","","3"
"FORM_MC_31","Form","MC 31","Request and Writ for Garnishment (Nonperiodic)","MC","circuit","civil","Request and writ for nonperiodic (bank/asset) garnishment","B","18","$15","3"
"FORM_MC_32","Form","MC 32","Garnishee Disclosure","MC","circuit","civil","Disclosure by garnishee of debtor's assets/wages held","B","15","","3"
"FORM_MC_33","Form","MC 33","Objection to Garnishment","MC","circuit","civil","Objection to garnishment by judgment debtor or garnishee","B","12","","3"
"FORM_MC_34","Form","MC 34","Motion to Set Aside Garnishment","MC","circuit","civil","Motion to dissolve/set aside an active garnishment","B","10","","3"
"FORM_MC_35","Form","MC 35","Order on Garnishment","MC","circuit","civil","Court order regarding garnishment dispute or amount","B","8","","3"
"FORM_MC_38","Form","MC 38","Claim and Delivery Bond","MC","circuit","civil","Bond required for claim and delivery of personal property","B","12","","3"
"FORM_MC_51","Form","MC 51","Statement of Facts in Lieu of Transcript","MC","circuit","general","Statement of facts when transcript is unavailable","F","15","","3"
"FORM_MC_80","Form","MC 80","Seizure of Property — Writ","MC","circuit","civil","Writ authorizing seizure of property","B","10","","3"
"FORM_MC_82","Form","MC 82","Partial Seizure Report","MC","circuit","civil","Report of partial seizure of property by officer","B","8","","3"
"FORM_MC_83","Form","MC 83","Final Seizure Report","MC","circuit","civil","Final report of property seizure completion","B","8","","3"
"FORM_MC_97","Form","MC 97","Judgment Information Statement","MC","circuit","civil","Statement of judgment information for enforcement","A,B","20","","3"
"FORM_MSC_Bypass_Application","Form","MSC Bypass Application","Application for Leave to Appeal Before COA Decision","MSC","supreme","appellate","Bypass application directly to MSC before COA decision","F","18","$375","3"
"FORM_MSC_Motion","Form","MSC Motion","Motion to Supreme Court","MSC","supreme","appellate","General motion filed in the Michigan Supreme Court","F","12","","3"
"FORM_MSC_Motion_for_Reconsideration","Form","MSC Motion for Reconsideration","Motion for Reconsideration (MSC)","MSC","supreme","appellate","Motion for reconsideration of MSC order","F","10","","3"
"FORM_MSC_Original_Action","Form","MSC Original Action","Original Action in Supreme Court","MSC","supreme","appellate","Original action filed directly in the Supreme Court","F","20","$375","3"
"FORM_CC_305","Form","CC 305","Information / Complaint (Felony)","CC","circuit","criminal","Criminal information or complaint charging felony offense","","20","","4"
"FORM_CC_306","Form","CC 306","Warrant — Felony","CC","circuit","criminal","Arrest warrant for felony charges","","12","","4"
"FORM_CC_310","Form","CC 310","Plea Form","CC","circuit","criminal","Guilty plea or no contest plea form","","25","","4"
"FORM_CC_311","Form","CC 311","Advice of Rights — Felony","CC","circuit","criminal","Advisement of rights for felony defendants","","15","","4"
"FORM_CC_312","Form","CC 312","Sentence / Probation Order","CC","circuit","criminal","Criminal sentencing and probation order","","30","","4"
"FORM_CC_340","Form","CC 340","Order Setting Conditions of Bond","CC","circuit","criminal","Order setting conditions of pretrial release/bond","","15","","4"
"FORM_CC_350","Form","CC 350","Motion to Withdraw Plea","CC","circuit","criminal","Motion to withdraw guilty plea","","10","","4"
"FORM_DC_252","Form","DC 252","Bond — Appeal from District Court","DC","district","general","Appeal bond for district court appeals","F","10","","4"
"FORM_DM_101","Form","DM 101","Complaint for Divorce (No Children)","DM","circuit","family","Complaint for divorce when no minor children","","20","$175","4"
"FORM_DM_104","Form","DM 104","Answer to Complaint for Divorce","DM","circuit","family","Answer/response to divorce complaint","","18","","4"
"FORM_DM_105","Form","DM 105","Counterclaim for Divorce","DM","circuit","family","Counterclaim in divorce proceedings","","25","","4"
"FORM_DM_107","Form","DM 107","Judgment of Divorce (No Children)","DM","circuit","family","Final judgment of divorce without minor children","","25","","4"
"FORM_JC_15","Form","JC 15","Petition for Personal Protection — Juvenile","JC","probate","juvenile","PPO petition in juvenile court context","D","18","","4"
"FORM_JC_18","Form","JC 18","Advice of Rights (Abuse/Neglect)","JC","probate","juvenile","Advisement of rights in abuse/neglect proceedings","A","10","","4"
"FORM_JIS_01","Form","JIS 01","Court Case File Cover Sheet","JIS","circuit","general","Case file cover sheet for court records management","A,B,D","10","","4"
"FORM_JIS_02","Form","JIS 02","Register of Actions","JIS","circuit","general","Register of actions form for case docketing","A,B,D","20","","4"
"FORM_JIS_03","Form","JIS 03","Case Transfer Order","JIS","circuit","general","Order transferring case to different court/judge","A","10","","4"
"FORM_JIS_04","Form","JIS 04","Notice of Assignment","JIS","circuit","general","Notice of case assignment to judge","A,B,D","8","","4"
"FORM_MC_290","Form","MC 290","Bond / Personal Recognizance","MC","circuit","criminal","Bond or personal recognizance release form","","12","","4"
"FORM_MC_291","Form","MC 291","Order Setting Bond","MC","circuit","criminal","Court order establishing bond amount and conditions","","8","","4"
"FORM_MC_292","Form","MC 292","Advice of Rights — Misdemeanor","MC","circuit","criminal","Advisement of defendant's rights in misdemeanor cases","","10","","4"
"FORM_MSC_Amicus_Brief","Form","MSC Amicus Brief","Brief of Amicus Curiae","MSC","supreme","appellate","Amicus curiae brief filed in the Supreme Court","F","15","","4"
"FORM_PC_556","Form","PC 556","Petition for Appointment of Guardian of Minor","PC","probate","probate","Petition to appoint guardian for a minor child","","25","$150","4"
"FORM_PC_557","Form","PC 557","Petition for Appointment of Conservator","PC","probate","probate","Petition to appoint conservator for protected person","","25","$150","4"
"FORM_PC_558","Form","PC 558","Petition for Appointment of Guardian of Incapacitated Individual","PC","probate","probate","Petition for guardianship of legally incapacitated adult","","25","$150","4"
"FORM_PC_559","Form","PC 559","Acceptance of Appointment as Guardian/Conservator","PC","probate","probate","Acceptance of fiduciary appointment","","10","","4"
"FORM_PC_561","Form","PC 561","Petition for Guardianship of Minor — Consent","PC","probate","probate","Guardianship petition with consent of parents","","20","$150","4"
"FORM_PC_562","Form","PC 562","Letters of Guardianship","PC","probate","probate","Letters issued to appointed guardian","","8","","4"
"FORM_PC_563","Form","PC 563","Letters of Conservatorship","PC","probate","probate","Letters issued to appointed conservator","","8","","4"
"FORM_PC_564","Form","PC 564","Order Appointing Guardian","PC","probate","probate","Court order appointing guardian","","15","","4"
"FORM_PC_565","Form","PC 565","Order Appointing Conservator","PC","probate","probate","Court order appointing conservator","","15","","4"
"FORM_PC_569","Form","PC 569","Petition to Terminate Guardianship","PC","probate","probate","Petition to terminate guardianship of minor or adult","","15","","4"
"FORM_PC_571","Form","PC 571","Petition for Removal of Guardian","PC","probate","probate","Petition to remove appointed guardian","","15","","4"
"FORM_PC_572","Form","PC 572","Bond (Guardianship/Conservatorship)","PC","probate","probate","Bond required for guardianship/conservatorship","","10","","4"
"FORM_PC_573","Form","PC 573","Notice of Hearing — Guardianship","PC","probate","probate","Notice of hearing in guardianship proceedings","","10","","4"
"FORM_PC_580","Form","PC 580","Petition for Emergency Guardian","PC","probate","probate","Emergency petition for temporary guardian appointment","","20","","4"
"FORM_PC_581","Form","PC 581","Order Appointing Emergency Guardian","PC","probate","probate","Court order for emergency guardian","","12","","4"
"FORM_PC_583","Form","PC 583","Petition for Guardian Ad Litem","PC","probate","probate","Petition to appoint guardian ad litem","","15","","4"
"FORM_CC_341","Form","CC 341","Bond Forfeiture","CC","circuit","criminal","Notice and order of bond forfeiture","","10","","5"
"FORM_DC_200","Form","DC 200","Complaint (Criminal — District)","DC","district","criminal","Criminal complaint in district court (misdemeanor)","","20","","5"
"FORM_DC_201","Form","DC 201","Warrant (District Court)","DC","district","criminal","Arrest warrant issued by district court","","10","","5"
"FORM_DC_210","Form","DC 210","Advice of Rights (Misdemeanor)","DC","district","criminal","Advisement of rights for misdemeanor defendants","","12","","5"
"FORM_DC_211","Form","DC 211","Plea Form (Misdemeanor)","DC","district","criminal","Plea form for misdemeanor cases in district court","","18","","5"
"FORM_JC_01","Form","JC 01","Petition (Delinquency)","JC","probate","juvenile","Petition alleging juvenile delinquency","","20","","5"
"FORM_JC_02","Form","JC 02","Summons (Juvenile)","JC","probate","juvenile","Summons for juvenile proceedings","","10","","5"
"FORM_JC_03","Form","JC 03","Order of Disposition (Juvenile)","JC","probate","juvenile","Dispositional order in juvenile proceedings","","15","","5"
"FORM_JC_07","Form","JC 07","Order Following Preliminary Hearing","JC","probate","juvenile","Order after preliminary hearing in juvenile case","","15","","5"
"FORM_JC_08","Form","JC 08","Notice of Rights (Juvenile)","JC","probate","juvenile","Notice of rights for juvenile respondents","","10","","5"
"FORM_JC_10","Form","JC 10","Order of Adjudication (Juvenile)","JC","probate","juvenile","Adjudication order in juvenile proceedings","","15","","5"
"FORM_JC_11","Form","JC 11","Review Hearing Order","JC","probate","juvenile","Order following review hearing in juvenile case","","12","","5"
"FORM_JC_12","Form","JC 12","Petition for Rehearing (Juvenile)","JC","probate","juvenile","Petition for rehearing in juvenile court","","10","","5"
"FORM_JC_13","Form","JC 13","Order Authorizing Placement","JC","probate","juvenile","Court order authorizing out-of-home placement","","12","","5"
"FORM_JC_14","Form","JC 14","Review Hearing Notice","JC","probate","juvenile","Notice of review hearing in juvenile case","","8","","5"
"FORM_JC_16","Form","JC 16","Order of Commitment","JC","probate","juvenile","Order committing juvenile to state facility","","12","","5"
"FORM_JC_17","Form","JC 17","Consent to Jurisdiction","JC","probate","juvenile","Consent to juvenile court jurisdiction","","8","","5"
"FORM_JC_19","Form","JC 19","Notice of Hearing — Juvenile","JC","probate","juvenile","Notice of hearing in juvenile proceedings","","8","","5"
"FORM_JC_21","Form","JC 21","Initial Service Plan","JC","probate","juvenile","Initial service plan for juvenile case","","18","","5"
"FORM_JC_22","Form","JC 22","Updated Service Plan","JC","probate","juvenile","Updated service plan for juvenile case","","18","","5"
"FORM_JC_44","Form","JC 44","Waiver of Jurisdiction to Criminal Court","JC","probate","juvenile","Waiver of juvenile court jurisdiction to adult criminal court","","15","","5"
"FORM_JIS_06","Form","JIS 06","Statistical Reporting Form","JIS","circuit","general","Court statistical reporting form","","15","","5"
"FORM_MC_220","Form","MC 220","Coroner's Jury / Inquest","MC","circuit","criminal","Form related to coroner's jury and inquest proceedings","","10","","5"
"FORM_PC_560","Form","PC 560","Designation of Patient Advocate","PC","probate","probate","Designation of patient advocate for healthcare decisions","","15","","5"
"FORM_PC_566","Form","PC 566","Annual Report of Guardian","PC","probate","probate","Annual report required of guardians to probate court","","20","","5"
"FORM_PC_567","Form","PC 567","Annual Account of Conservator","PC","probate","probate","Annual account of conservator's financial management","","25","","5"
"FORM_PC_570","Form","PC 570","Inventory of Estate","PC","probate","probate","Inventory of estate assets","","25","","5"
"FORM_PC_585","Form","PC 585","Petition for Probate of Will","PC","probate","probate","Petition to admit will to probate","","20","$175","5"
"FORM_PC_590","Form","PC 590","Application for Informal Probate","PC","probate","probate","Application for informal probate proceedings","","18","$175","5"
"FORM_PC_591","Form","PC 591","Testimony to Identify Heirs","PC","probate","probate","Testimony identifying decedent's heirs","","15","","5"
"FORM_PC_595","Form","PC 595","Petition for Administration","PC","probate","probate","Petition for administration of estate","","20","$175","5"
"FORM_PC_596","Form","PC 596","Letters of Authority","PC","probate","probate","Letters of authority issued to personal representative","","8","","5"
"FORM_PC_600","Form","PC 600","Petition for Mental Health Treatment","PC","probate","probate","Petition for involuntary mental health treatment","","20","","5"
"FORM_PC_601","Form","PC 601","Clinical Certificate","PC","probate","probate","Clinical certificate for mental health petition","","15","","5"
"FORM_PC_602","Form","PC 602","Order for Hospitalization","PC","probate","probate","Court order for involuntary hospitalization","","12","","5"
"FORM_PC_603","Form","PC 603","Order for Alternative Treatment","PC","probate","probate","Court order for assisted outpatient treatment","","12","","5"
"FORM_PC_609","Form","PC 609","Notice of Rights — Mental Health","PC","probate","probate","Notice of rights in mental health proceedings","","10","","5"
"FORM_PC_610","Form","PC 610","Petition for Judicial Admission","PC","probate","probate","Petition for judicial admission to mental health facility","","18","","5"
"FORM_PC_625","Form","PC 625","Petition for Protected Individual","PC","probate","probate","Petition regarding protected individual","","20","","5"
"FORM_PC_628","Form","PC 628","Request for Hearing — Mental Health","PC","probate","probate","Request for hearing in mental health proceedings","","10","","5"
"FORM_PC_629","Form","PC 629","Motion to Terminate Mental Health Order","PC","probate","probate","Motion to terminate involuntary treatment order","","10","","5"
"FORM_PC_640","Form","PC 640","Petition for Trust Registration","PC","probate","probate","Petition to register trust with probate court","","18","","5"
"FORM_PC_641","Form","PC 641","Certification of Trust","PC","probate","probate","Certification of trust existence and terms","","10","","5"
"FORM_PC_644","Form","PC 644","Petition to Modify Trust","PC","probate","probate","Petition to modify terms of a trust","","15","","5"
"FORM_PC_650","Form","PC 650","Small Estate Affidavit","PC","probate","probate","Affidavit for collection of small estate (under $25K)","","15","$25","5"
"FORM_PC_651","Form","PC 651","Petition for Assignment of Estate Assets","PC","probate","probate","Petition for assignment of estate assets","","15","","5"
"FORM_PC_653","Form","PC 653","Sworn Statement — Closing Estate","PC","probate","probate","Sworn statement for informal closing of estate","","12","","5"
"FORM_PC_655","Form","PC 655","Petition for Complete Estate Settlement","PC","probate","probate","Petition for complete settlement and distribution of estate","","20","","5"
"FORM_PC_660","Form","PC 660","Order for Complete Estate Settlement","PC","probate","probate","Order approving complete estate settlement","","12","","5"
"FORM_PC_662","Form","PC 662","Claim Against Estate","PC","probate","probate","Creditor claim against probate estate","","15","","5"
"FORM_PC_663","Form","PC 663","Allowance/Disallowance of Claim","PC","probate","probate","Order allowing or disallowing claim against estate","","10","","5"
"FORM_PC_665","Form","PC 665","Notice to Creditors","PC","probate","probate","Notice to creditors of decedent's estate","","10","","5"
"FORM_PC_668","Form","PC 668","Petition to Determine Heirs","PC","probate","probate","Petition to determine heirs of deceased","","18","","5"
"FORM_PC_670","Form","PC 670","Waiver/Consent — Probate","PC","probate","probate","Waiver or consent in probate proceedings","","8","","5"
"FORM_TF_01","Form","TF 01","Abstract of Court Record (Traffic)","TF","district","traffic","Abstract of court record for traffic offenses","","12","","5"
"FORM_TF_02","Form","TF 02","Traffic Citation","TF","district","traffic","Uniform traffic citation form","","15","","5"
"FORM_TF_03","Form","TF 03","Notice of License Suspension","TF","district","traffic","Notice of driver license suspension","","10","","5"
"FORM_TF_04","Form","TF 04","Application for Restricted License","TF","district","traffic","Application for restricted driver license","","12","","5"
"FORM_TF_05","Form","TF 05","Order Regarding License Sanction","TF","district","traffic","Court order regarding driver license sanction","","10","","5"
"FORM_TF_06","Form","TF 06","License Appeal","TF","district","traffic","Appeal of license suspension/revocation","","10","","5"
"FORM_TF_10","Form","TF 10","Driving Record Request","TF","district","traffic","Request for certified driving record","","8","","5"
