file,line_no,text,topic_hits,anchor_strength
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,308,"98. **Friend of the Court Investigation.** That the Court direct the Friend of the Court to conduct a thorough investigation into Mother's denial of parenting time and the Watson family's participation in alienation conduct, and to make recommendations to the Court within thirty (30) days.",PARENTING_TIME;FOC_SUPPORT,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,310,"99. **Contempt Proceedings.** That the Court issue an Order to Show Cause why Mother should not be held in contempt for her willful and sustained violation of Father's parenting time rights, pursuant to MCL 722.27a(7)(c).",PARENTING_TIME;CONTEMPT_JAIL,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,344,112. I have not been afforded a proper evidentiary hearing on the question of whether parenting time with me would endanger L.D.W.,PARENTING_TIME;DUE_PROCESS_FINDINGS,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,359,"I, Andrew J. Pigors, hereby certify that on this ______ day of _____________, 2025, I served a true and correct copy of this **EMERGENCY MOTION TO RESTORE PARENTING TIME AND FOR MAKEUP PARENTING TIME**, together with all attachments and the Proposed Order, upon the following parties by the method indicated:",PARENTING_TIME;SERVICE_NOTICE,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,420,"2. Father's parenting time with the minor child, L.D.W. (DOB: November 9, 2022), is hereby restored effective immediately.",MEDICATION_CONDITION;PARENTING_TIME,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,424,"a. **Phase 1 (Days 1-14):** Father shall have parenting time on [specify days] from [specify times], at a location agreed upon by the parties or, if no agreement, at the Muskegon County Friend of the Court supervised visitation facility.",PARENTING_TIME;FOC_SUPPORT,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,428,"c. **Phase 3 (Day 31 forward):** Father shall have parenting time consistent with the Muskegon County Friend of the Court standard parenting time schedule, including overnight parenting time.",PARENTING_TIME;FOC_SUPPORT,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,432,5. Father is granted makeup parenting time pursuant to MCL 722.27a(7)(a) to compensate for the parenting time wrongfully denied. The makeup parenting time schedule shall be determined by the Court after consultation with the Friend of the Court.,PARENTING_TIME;FOC_SUPPORT,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,434,6. Mother is hereby **ORDERED TO SHOW CAUSE** why she should not be held in contempt of court for the wrongful denial of Father's parenting time in excess of 329 consecutive days.,PARENTING_TIME;CONTEMPT_JAIL,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,436,7. The Friend of the Court is directed to conduct an investigation into the denial of parenting time and to file a report and recommendation with the Court within thirty (30) days of the date of this Order.,PARENTING_TIME;FOC_SUPPORT,2
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,442,10. The Personal Protection Order in Case No. 2023-5907-PP is hereby modified to the extent necessary to permit Father to exercise parenting time as set forth in this Order without restriction.,PARENTING_TIME;PPO,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,2,## PPO / Contempt High-Court Focus + 5-Continuance Chronology Addendum,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,14,5. a later **45-day jail sentence** tied to an alleged PPO violation based on asking to see your son for his 3rd birthday in the coparenting app.,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,20,- **MEEK3 (PPO/contempt)** becomes the lead **higher-court error/pattern lane**.,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,24,## 1) Chronological Addendum (V5) — PPO/Contempt + Objection Crosswalk,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,30,- **Status:** USER-ASSERTED (needs PPO petition/order/service packet pinned),PPO;SERVICE_NOTICE,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,37,- You state there were five continued hearings tied to the ex parte objection / related proceedings.,EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,42,- One of the continued-hearing issues involved the **USB ex parte** material.,EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,47,- This aligns with prior non-service/service-defect concerns in the HealthWest / order chain.,HEALTHWEST_EVAL;SERVICE_NOTICE,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,52,- **Status:** USER-ASSERTED (needs mittimus + contempt order + jail booking/release records),EXPARTE_USB_AUDIO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,56,- **Status:** USER-ASSERTED (needs jail records + same-day court order/transcript),EXPARTE_USB_AUDIO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,64,- You report Judge McNeill issued an order on your objections while you were jailed:,MCNEILL;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,81,Your new clarification makes the PPO/contempt chain the strongest **higher-court error lane** because it provides:,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,90,- **Trial Court (Family):** restore parenting time / correct record / current relief,EXPARTE_USB_AUDIO;PARENTING_TIME,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,91,- **Higher Courts (COA/MSC):** prioritize **PPO + contempt + due-process + preservation + misuse pattern** lane,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,137,## TRACK B — PPO / Contempt lane (higher-court prep and attack lane),PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,140,### B1) PPO/Contempt Operating Order Pin Packet (build first),PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,143,**Build a single table for each PPO/contempt order:**,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,160,"### B2) Motion for Relief from PPO Violation / Contempt Orders (trial court, if still procedurally viable)",PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,175,### B4) Record Reconstruction Motion / Request (PPO lane),EXPARTE_USB_AUDIO;PPO,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,180,- all notices/orders in the PPO violation chain.,PPO;SERVICE_NOTICE,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,191,1. **Pin PPO/contempt order chain**,PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,236,- Lane (PPO / Contempt / Custody),PPO;CONTEMPT_JAIL,2
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,255,2. **Mittimus Crosswalk** (jail term(s) ↔ hearing dates ↔ orders),CONTEMPT_JAIL;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,9,### Source: “ORDER REGARDING PLAINTIFF’S OBJECTION TO EX PARTE ORDER” (Case 2024-001507-DC; Hon. Jenny L. McNeill; dated “/25” as rendered),MCNEILL;EXPARTE_USB_AUDIO,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,26,"“Defendant requested, and the Court signed an ex parte order suspending the Plaintiffs parenting time.”",EXPARTE_USB_AUDIO;PARENTING_TIME,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,36,* The ex parte motion + ex parte order (exact findings language),EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,47,"**RECORD_RECITED (to verify by transcript):** A hearing occurred; however, the mere label “evidentiary” does **not** establish that competent evidence supported suspension findings, that due process was satisfied, or that adverse credibility findings were properly grounded.",EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,114,"**USER_ASSERTED:** Plaintiff’s calls were **non-threatening** communications focused on parenting-time interference and/or perceived harassment; “speaking rapidly” is not evidence of danger, unfitness, or a lawful basis to suspend parenting time. “Being followed” is an allegation requiring proof, not an adjudicated fact.",PARENTING_TIME;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,128,"“At the hearing, the Plaintiff stated that he was accosted at the library; these same men were following him; he could not say what their names were; and stated that they were arrested.”",HACKLEY_LIBRARY_INCIDENT;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,149,"**USER_ASSERTED:** Plaintiff expressed suspicion about a coincidence; suspicion is not evidence of mental illness. Even if the suspicion were wrong, disagreement does not justify suspension of parenting time. The Court’s role is to assess **risk to the child**, not to pathologize a litigant’s beliefs absent competent clinical evidence.",PARENTING_TIME;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,185,**USER_ASSERTED:** Plaintiff’s refusal of supervision is a lawful position when he denies wrongdoing and when supervision is imposed without findings. Parenting time should not be conditioned on humiliation or punitive restrictions absent necessity. Refusal of unnecessary supervision is not proof of unfitness.,PARENTING_TIME;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,322,**USER_ASSERTED:** Plaintiff’s housing instability is consistent with litigation pressure and incarceration consequences; disputes about property condition are unrelated to child safety unless the Court ties them to concrete parenting-risk findings. “If not destroyed” is speculative phrasing and should not appear as a judicial factual narrative without proof.,CONTEMPT_JAIL;DUE_PROCESS_FINDINGS,2
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,454,"If you want me to keep going *now* (same “read → mine → line-rebut” method), the next file in your ZIP that looks like another “hostile record core” is **`mcneill_order_audit.docx`** and then the disqualification motion drafts—but you told me to do these one at a time, and this one is now fully rebutted end-to-end.",EXPARTE_USB_AUDIO;BIAS_RECUSAL_JTC,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,5,"- This append integrates your new facts: the parenting-time suspension is still ongoing as of **February 22, 2026**; prior direct deadlines are treated as passed; and you report a later order continuing suspension while you were jailed, with conditions of **6 random drug tests** and continued therapy, plus a statement the court *might* consider supervised parenting time.",PARENTING_TIME;CONTEMPT_JAIL,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,27,"- You report the court jailed you (you describe this as occurring the day before Thanksgiving, after objecting in court to the judge and Emily discussing prescription medication and rejecting any forced-medication framing).",MEDICATION_CONDITION;CONTEMPT_JAIL,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,71,### Issue Cluster 4 — Contempt/PPO spillover into custody (MEEK3 → MEEK2 crossover),PPO;CONTEMPT_JAIL,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,75,- which facts belong to PPO/contempt,PPO;CONTEMPT_JAIL,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,174,### 6) Contempt / jail record packet (mittimus-centered),EXPARTE_USB_AUDIO;CONTEMPT_JAIL,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,194,- ex parte objection hearings (all continued dates),EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,195,- hearing where you cross-examined HealthWest narrative,HEALTHWEST_EVAL;DUE_PROCESS_FINDINGS,2
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,373,"- a **Judge McNeill suspension→supervised-parenting-time branch** in the hearing-flow logic,",MCNEILL;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,14,"- **MEEK4 (Judicial conduct / oversight):** repeated allegations of procedural asymmetry, service defects, extra-record/ex parte handling, and child-centered harm.",EXPARTE_USB_AUDIO;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,34,| 2025-08-05 | MEEK2 | RECORD_RECITED | HealthWest evaluation date appears in corpus chronology |  | 20260222_1200_LITIGATION_JUDICIAL_ANALYSIS.md:169; new 9.txt:1266 |,EXPARTE_USB_AUDIO;HEALTHWEST_EVAL,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,36,| 2025-09-05 | MEEK2 | RECORD_RECITED | HealthWest evaluation date appears in corpus chronology |  | new 9.txt:1266 |,EXPARTE_USB_AUDIO;HEALTHWEST_EVAL,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,38,| UNKNOWN | MEEK2 | USER_ASSERTED | User reports 5 continued hearings on objections to ex parte PT suspension |  | new 9.txt:1268 |,EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,40,| UNKNOWN | MEEK2 | USER_ASSERTED | User reports second HealthWest evaluation/order not served; FOIA late encrypted delivery |  | new 9.txt:1270 |,HEALTHWEST_EVAL;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,41,| UNKNOWN | MEEK3/MEEK2 | USER_ASSERTED | User reports PPO/contempt jailings caused employment/housing instability |  | new 9.txt:1271 |,PPO;CONTEMPT_JAIL,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,46,The strongest live spine in this sample is the **ex parte PT deprivation → continuance/conditioning → service-defect interlock** sequence:,EXPARTE_USB_AUDIO;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,58,"- liberty/prejudice evidence (jail/sanctions),",CONTEMPT_JAIL;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,64,The HealthWest/FOIA/non-service story is not just background drama; it is a **procedural fairness engine**. If you can pin:,HEALTHWEST_EVAL;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,88,| VM-02 | 14th Circuit Family | MEEK2 | Motion attacking non-service / notice defects tied to HealthWest order/material | HIGH | User-asserted non-service + FOIA late encrypted delivery |,HEALTHWEST_EVAL;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,91,| VM-05 | 14th Circuit Family | MEEK2/MEEK4 | Motion to settle/clarify record and preserve irregular ex parte submission pathway | MED | User asserts USB submitted ex parte via clerk; staff listened |,EXPARTE_USB_AUDIO;MEDICATION_CONDITION,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,95,| VM-09 | Michigan Court of Appeals | MEEK2 | Application for leave to appeal (nonfinal custody/PT orders) | HIGH (once order/service/record pins are complete) | Ex parte suspension + continuance/conditioning chain likely nonfinal but ongoing |,EXPARTE_USB_AUDIO;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,101,"| VM-15 | FOIA / records custodians (HealthWest, court clerk as applicable) | MEEK2/MEEK4 | FOIA/open-records follow-up and completeness demands | HIGH | Sample already identifies FOIA-dependent retrieval and encrypted late delivery |",EXPARTE_USB_AUDIO;HEALTHWEST_EVAL,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,104,| VM-18 | 14th Circuit / COA | MEEK2/MEEK4 | Written findings challenge / insufficiency-of-findings issue framing | HIGH as issue theory; filing vehicle depends on posture | Ex parte/PT deprivation and continuance chain with quote-pending findings language |,EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,113,- **Proof targets:** OO-CUST-EXPARTE quote; OO-CUST-CONTINUE quote; service proofs/defects; parenting-time ledger; current status,EXPARTE_USB_AUDIO;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,117,#### VM-02 — Motion attacking non-service / notice defects tied to HealthWest order/material,HEALTHWEST_EVAL;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,132,- **Relief target:** Vacate or modify ex parte/continuance effects; restore PT pending full evidentiary hearing,EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,149,"- **Proof targets:** Clerk transmittal, receipt logs, hearing transcript references, court communications",EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,165,- **Trigger:** Active PPO extension through 2025-12-04 (record-recited in sample) and downstream prejudice,EXPARTE_USB_AUDIO;PPO,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,167,- **Proof targets:** PPO order/extension text; alleged violation records; compliance history; changed circumstances,EXPARTE_USB_AUDIO;PPO,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,175,- **Authority anchors (verify exact text/pinpoints):** MCR contempt provisions and MCR 2.612(C) (verify exact rules for PPO contempt posture),PPO;CONTEMPT_JAIL,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,189,#### VM-10 — COA review of PPO contempt/sanction orders (leave or other proper appellate vehicle),PPO;CONTEMPT_JAIL,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,235,"- **Court/Lane:** FOIA / records custodians (HealthWest, court clerk as applicable) / MEEK2/MEEK4",EXPARTE_USB_AUDIO;HEALTHWEST_EVAL,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,264,- **Trigger:** Ex parte/PT deprivation and continuance chain with quote-pending findings language,EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,278,| 2 | Service-defect packet | Assemble FOIA chain + HealthWest delivery timestamps + encryption access proof + missing-service proof. | This is your strongest due-process lever in the sample. |,HEALTHWEST_EVAL;SERVICE_NOTICE,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,293,"3. **HealthWest second evaluation/order materials** — FOIA request/response, delivery timestamps, encryption/access evidence, full metadata.",HEALTHWEST_EVAL;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,295,"5. **Transcript set** — especially hearings tied to ex parte PT suspension objections, continuances, and sanction findings.",EXPARTE_USB_AUDIO;DUE_PROCESS_FINDINGS,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,314,- Keep **custody/PT relief** and **PPO sanction review** as distinct lanes unless a specific record quote bridges them.,EXPARTE_USB_AUDIO;PPO,2
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,329,"Once you feed in the actual order PDFs, ROA entries, proofs of service, and transcripts from the full library, this can be converted into:",HACKLEY_LIBRARY_INCIDENT;SERVICE_NOTICE,2
3055edeb-0469-492a-9865-021bb87dcc03.md,5,Append to prior results using the uploaded scan archives to build a chronological judicial outline and filing-route analysis for the Muskegon family/PPO lanes (MEEK2/MEEK3).,PPO,1
3055edeb-0469-492a-9865-021bb87dcc03.md,11,- Failed/corrupt archive(s): **/mnt/data/SCANNED EXPARTE EMILY AND JUDGE DOCS.zip**,EXPARTE_USB_AUDIO,1
3055edeb-0469-492a-9865-021bb87dcc03.md,24,| CHRON-001 | 2024-04-05 | Complaint filed (custody/PT/child support) | DOC_EXTRACTED | 2sided judge orders scanned_0017.pdf |,FOC_SUPPORT,1
3055edeb-0469-492a-9865-021bb87dcc03.md,25,| CHRON-002 | 2024-04-29 | Facilitative information conference and ex parte custody/PT/support order | DOC_EXTRACTED | 2sided judge orders scanned_0017.pdf |,EXPARTE_USB_AUDIO,1
3055edeb-0469-492a-9865-021bb87dcc03.md,26,| CHRON-003 | 2024-05-03 | Uniform Child Support Order effective date | DOC_EXTRACTED | 2sided judge orders scanned_0014.pdf; 2sided judge orders scanned_0013.pdf |,FOC_SUPPORT,1
3055edeb-0469-492a-9865-021bb87dcc03.md,27,| CHRON-004 | 2024-06-05 | FOC recommendation entered (custody/PT/support sequence) | DOC_EXTRACTED | 2sided judge orders scanned_0016.pdf; 2sided judge orders scanned_0017.pdf |,FOC_SUPPORT,1
3055edeb-0469-492a-9865-021bb87dcc03.md,28,| CHRON-005 | 2024-07-17 | Trial / support hearing resulting in UCSO pages | DOC_EXTRACTED | 2sided judge orders scanned_0013.pdf; 2sided judge orders scanned_0014.pdf |,DUE_PROCESS_FINDINGS,1
3055edeb-0469-492a-9865-021bb87dcc03.md,31,| CHRON-008 | 2025-03-04 | FOC recommendation on Plaintiff parenting-time motion | DOC_EXTRACTED | 2sided judge orders scanned_0009.pdf; 2sided judge orders scanned_0010.pdf |,FOC_SUPPORT,1
3055edeb-0469-492a-9865-021bb87dcc03.md,35,| CHRON-012 | 2025-07-29 | Last parenting time / no contact since this date (user position) | USER_ASSERTED | personal_context_summary |,PARENTING_TIME,1
3055edeb-0469-492a-9865-021bb87dcc03.md,37,| CHRON-014 | 2025-08-08 | Defendant ex parte motion/order filing appears in scanned court packet | DOC_EXTRACTED | expartescannedandmine_0004.pdf |,EXPARTE_USB_AUDIO,1
3055edeb-0469-492a-9865-021bb87dcc03.md,38,| CHRON-015 | 2025-08-08 | Plaintiff verified objection to ex parte suspension motion (filed packet) | DOC_EXTRACTED | expartescannedandmine_0006.pdf |,EXPARTE_USB_AUDIO,1
3055edeb-0469-492a-9865-021bb87dcc03.md,46,| CHRON-023 | 2025-11-23 | Contempt jail term start (user position) | USER_ASSERTED | personal_context_summary |,CONTEMPT_JAIL,1
3055edeb-0469-492a-9865-021bb87dcc03.md,48,| CHRON-025 | 2026-01-06 | Contempt jail term end (user position) | USER_ASSERTED | personal_context_summary |,CONTEMPT_JAIL,1
3055edeb-0469-492a-9865-021bb87dcc03.md,53,- The **ex parte scan packet** includes direct OCR hits for the ex parte suspension order/motion pages and a filed **verified objection** packet (8/8/2025 filing stamp visible).,EXPARTE_USB_AUDIO,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,17,Hon. **Jenny L. McNeill**,MCNEILL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,24,# EMERGENCY MOTION TO RESTORE PARENTING TIME AND FOR MAKEUP PARENTING TIME,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,30,"**NOW COMES** Plaintiff/Father, **ANDREW J. PIGORS**, appearing Pro Se, and respectfully moves this Honorable Court for an Emergency Order restoring his parenting time with the minor child, L.D.W. (date of birth: November 9, 2022), and for makeup parenting time to compensate for the extended and unlawful deprivation of the parent-child relationship, and in support thereof states as follows:",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,36,"1. This is an emergency motion brought by a father who has been completely and unlawfully denied all parenting time with his young son for more than three hundred twenty-nine (329) consecutive days, in direct violation of Michigan statutory law, court rules, and the United States Constitution.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,70,13. Father and Mother were previously in a relationship from which L.D.W. was born. Custody and parenting time matters have been pending before this Court under Case No. 2024-001507-DC.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,72,### B. The Denial of Parenting Time,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,74,"14. Father has been denied all contact, communication, and parenting time with L.D.W. for more than three hundred twenty-nine (329) consecutive days as of the date of this filing.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,80,"17. Father has diligently and consistently sought to exercise his parenting time throughout this period. His efforts have been met with obstruction, refusal, and interference at every turn.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,88,20. Failing to respond to Father's communications regarding parenting time scheduling.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,98,"24. The campaign to sever Father's relationship with L.D.W. has not been conducted by Mother alone. Members of the Watson family, specifically Albert Watson, Lori Watson, and Cody Watson, have actively participated in the obstruction of Father's parenting time.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,100,25. The Watson family members have aided Mother in physically preventing Father from exercising parenting time.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,102,26. The Watson family members have been present during incidents of denial and have reinforced Mother's refusal to comply with Father's parenting time rights.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,118,33. Father has complied with all court orders and requirements imposed upon him in this matter. Father has not engaged in any conduct that would justify the denial of his parenting time under Michigan law.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,122,"34. A Personal Protection Order (""PPO"") was entered against Father in Case No. 2023-5907-PP.",PPO,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,132,"38. As a direct and proximate result of the denial of parenting time and the litigation required to address Mother's obstruction, Father has incurred documented economic damages in excess of Ninety-Four Thousand Two Hundred Fifty Dollars ($94,250.00).",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,136,"40. Michigan law provides that a parent who has been wrongfully denied parenting time may be awarded makeup parenting time, attorney fees, and other compensatory relief. MCL 722.27a(7).",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,154,### A. Michigan Law Creates a Strong Presumption in Favor of Parenting Time,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,156,46. The Michigan Child Custody Act establishes a clear and strong presumption that parenting time with both parents serves the best interests of the child. MCL 722.27a(1) provides:,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,158,"> ""Parenting time shall be granted in frequency, duration, and type reasonably calculated to promote a strong relationship between the child and the parent granted parenting time.""",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,166,"50. In *Vodvarka v. Grasher*, 259 Mich. App. 499, 512 (2003), the Court of Appeals established that before a court may revisit a custody or parenting time arrangement, the moving party must demonstrate proper cause or a change of circumstances. Here, the dramatic change of circumstances — namely, Father's complete denial of parenting time for 329+ days — more than satisfies this threshold and compels judicial intervention.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,178,"53. Father has the full capacity and disposition to provide love, affection, and guidance to L.D.W. The HealthWest psychological evaluation and Dr. DeAugustine's clearance confirm Father's psychological fitness and capacity to parent. No professional evaluation has found otherwise. **This factor favors Father**, as Father has demonstrated his capacity and willingness through professional evaluation, while Mother's conduct in obstructing the parent-child relationship calls her disposition regarding Factor (b) into question.",HEALTHWEST_EVAL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,186,"55. L.D.W. has been in Mother's physical custody during the 329+ day period of denied parenting time. However, an environment in which a child is deliberately alienated from a loving parent is not a ""satisfactory"" environment within the meaning of this factor. The Michigan Supreme Court has recognized that parental alienation undermines the stability and quality of a child's environment. *Pierron v. Pierron*, 486 Mich. 81 (2010). **This factor weighs against Mother**, whose alienation conduct has created an environment that is harmful to L.D.W.'s long-term emotional development.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,190,"56. Father seeks parenting time, not a change of primary physical custody at this time. Father offers a stable, permanent home environment in which L.D.W. can exercise parenting time. **This factor is neutral** as it pertains primarily to custody rather than parenting time.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,198,58. Father has been professionally evaluated and cleared by Dr. DeAugustine at HealthWest. No mental or physical health condition has been identified that would impair Father's ability to parent L.D.W. No competing professional evaluation contradicts this finding. **This factor favors Father or is neutral.**,HEALTHWEST_EVAL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,202,59. L.D.W. is approximately two (2) years of age and does not yet have a school record. The child's community record is limited at this age. Father is committed to supporting L.D.W.'s educational and community development as the child grows. **This factor is neutral** given the child's young age.,EXPARTE_USB_AUDIO,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,210,"61. This factor is the most significant in the present case. Mother has demonstrated an absolute unwillingness to facilitate any relationship between L.D.W. and Father. For 329+ consecutive days, Mother has denied all parenting time, all communication, and all contact. This is not a case of minor scheduling conflicts or occasional difficulties — this is a complete, deliberate, and sustained campaign to eliminate Father from L.D.W.'s life.",PARENTING_TIME,1
